Iteration;Array;ArrayList;LinkedList
274;32;35;159
275;32;35;158
276;32;35;157
277;32;35;163
278;32;34;157
279;32;35;175
280;32;36;175
281;31;33;181
282;33;35;169
283;32;34;191
284;33;36;187
285;33;35;189
286;33;35;168
287;33;37;186
288;33;48;194
289;35;37;168
290;39;40;181
291;32;39;182
292;35;35;175
293;33;44;168
294;38;34;170
295;40;40;167
296;37;51;163
297;40;40;170
298;37;41;157
299;35;36;159
300;38;42;157
301;37;45;164
302;38;35;155
303;33;35;158
304;33;35;156
305;32;36;156
306;33;36;161
307;50;43;156
308;34;46;159
309;32;34;156
310;32;41;198
311;37;50;173
312;40;36;167
313;31;32;156
314;31;33;157
315;31;32;156
316;49;52;168
317;50;49;163
318;41;33;164
319;55;56;169
320;43;44;183
321;31;32;200
322;63;58;243
323;31;36;200
324;36;46;226
325;46;44;190
326;49;53;201
327;44;36;172
328;59;32;158
329;31;32;160
330;31;32;173
331;33;32;180
332;31;36;178
333;31;32;179
334;31;34;180
335;31;42;179
336;31;37;169
337;35;40;190
338;39;35;188
339;33;38;217
340;36;51;180
341;45;34;159
342;41;32;157
343;39;32;158
344;31;32;165
345;32;32;166
346;31;32;163
347;31;32;180
348;31;32;165
349;31;32;173
350;31;34;165
351;32;33;221
352;34;35;196
353;34;35;177
354;31;32;178
355;31;32;171
356;31;32;162
357;30;32;161
358;36;34;165
359;31;32;155
360;31;32;154
361;31;32;155
362;30;32;154
363;31;32;156
364;31;32;155
365;31;42;156
366;31;36;156
367;30;32;155
368;32;32;155
369;31;32;154
370;32;32;156
371;31;32;154
372;31;32;154
373;31;32;165
374;31;32;155
375;31;33;158
376;31;32;154
377;31;32;155
378;31;32;154
379;31;32;157
380;33;35;155
381;30;32;154
382;34;40;156
383;31;44;164
384;31;34;160
385;31;32;154
386;31;32;163
387;31;40;164
388;32;33;160
389;31;32;180
390;31;33;165
391;31;32;156
392;31;32;165
393;30;32;158
394;33;32;157
395;31;32;156
396;30;32;158
397;31;32;157
398;32;32;156
399;31;32;156
400;31;32;155
401;31;32;155
402;31;32;155
403;34;32;154
404;31;32;154
405;32;32;155
406;31;33;155
407;31;32;155
408;30;32;154
409;31;32;155
410;30;32;155
411;31;32;154
412;31;32;154
413;31;32;155
414;31;32;156
415;31;32;154
416;31;32;154
417;31;33;151
418;30;35;187
419;31;33;174
420;30;31;154
421;32;34;159
422;36;31;164
423;32;49;153
424;31;38;167
425;32;44;176
426;34;38;188
427;34;53;158
428;31;40;206
429;32;37;164
430;32;39;155
431;31;34;163
432;32;35;163
433;31;32;155
434;31;41;159
435;31;32;158
436;31;32;154
437;67;85;285
438;69;73;267
439;35;46;178
440;34;36;163
441;31;32;154
442;35;32;154
443;31;32;154
444;31;33;155
445;31;32;155
446;31;33;158
447;31;32;155
448;31;32;154
449;31;32;154
450;31;32;154
451;31;32;158
452;30;32;155
453;31;33;154
454;30;32;154
455;31;32;156
456;31;32;160
457;31;32;154
458;31;32;154
459;32;35;156
460;31;32;157
461;31;40;152
462;31;33;152
463;31;36;152
464;32;34;156
465;38;34;154
466;36;31;152
467;30;37;209
468;30;31;159
469;30;31;152
470;30;31;151
471;37;31;151
472;30;31;151
473;30;33;156
474;31;31;150
475;30;31;151
476;61;72;184
477;30;31;151
478;38;34;163
479;35;34;152
480;33;36;159
481;37;38;151
482;32;61;178
483;30;39;151
484;30;31;151
485;34;31;154
486;30;31;150
487;30;31;171
488;33;31;152
489;30;31;154
490;34;31;150
491;31;32;154
492;31;32;155
493;30;32;154
494;30;32;154
495;32;32;154
496;31;32;154
497;31;32;155
498;30;32;154
499;31;32;155
500;31;32;154
501;31;32;154
502;31;32;156
503;31;32;155
504;31;32;154
505;31;32;155
506;31;33;155
507;30;33;150
508;30;31;150
509;30;37;150
510;40;34;150
511;30;31;154
512;31;31;175
513;30;31;161
514;33;31;164
515;30;31;158
516;30;31;155
517;30;31;156
518;52;35;151
519;39;39;151
520;30;34;171
521;30;31;198
522;31;32;156
523;31;32;155
524;31;32;165
525;31;32;154
526;31;32;155
527;31;32;154
528;30;32;154
529;31;32;154
530;30;32;155
531;32;32;155
532;31;32;154
533;31;32;187
534;38;34;168
535;31;32;172
536;31;37;169
537;31;35;174
538;31;32;184
539;31;32;157
540;32;32;170
541;30;32;154
542;31;32;156
543;30;32;155
544;31;32;155
545;31;33;155
546;31;32;154
547;31;32;162
548;31;32;154
549;31;32;155
550;32;32;154
551;31;32;153
552;31;32;154
553;30;32;155
554;31;32;156
555;31;32;154
556;31;32;156
557;30;32;156
558;31;32;154
559;31;32;154
560;30;32;154
561;31;32;154
562;31;36;154
563;32;32;154
564;31;32;155
565;31;32;156
566;31;32;154
567;32;32;151
568;29;30;147
569;29;31;152
570;29;30;147
571;30;30;152
572;42;36;149
573;31;34;148
574;31;33;147
575;30;33;147
576;31;33;152
577;29;33;148
578;32;32;148
579;31;34;152
580;31;33;147
581;34;33;154
582;30;33;148
583;31;33;147
584;31;33;155
585;31;33;149
586;31;33;148
587;31;33;149
588;31;33;148
589;31;33;154
590;31;33;147
591;30;33;151
592;54;57;148
593;31;33;148
594;29;33;156
595;31;33;148
596;31;33;148
597;32;33;150
598;34;33;163
599;31;33;154
600;31;33;147
601;30;30;148
602;30;33;147
603;31;33;148
604;31;33;164
605;31;33;148
606;31;33;148
607;31;33;148
608;31;34;148
609;30;33;153
610;29;30;147
611;29;30;155
612;36;34;147
613;29;31;147
614;29;30;150
615;68;72;208
616;35;33;170
617;30;37;175
618;34;34;155
619;31;33;161
620;33;32;164
621;53;50;227
622;30;34;172
623;35;38;159
624;36;32;163
625;30;39;169
626;33;38;167
627;33;30;183
628;32;32;160
629;30;32;158
630;31;32;156
631;31;32;154
632;34;33;157
633;31;32;157
634;31;32;159
635;31;32;155
636;31;32;154
637;32;32;154
638;31;32;154
639;31;32;160
640;31;32;154
641;31;32;154
642;31;32;155
643;31;32;155
644;31;33;155
645;31;32;154
646;30;32;155
647;31;32;155
648;32;32;155
649;31;33;155
650;30;32;155
651;31;32;154
652;31;32;154
653;31;32;154
654;32;32;154
655;31;32;155
656;31;32;154
657;30;32;155
658;30;32;154
659;32;32;152
660;30;31;150
661;30;31;151
662;31;31;154
663;30;31;150
664;30;31;151
665;34;31;151
666;30;33;159
667;30;31;161
668;30;31;158
669;31;31;166
670;30;31;152
671;30;31;156
672;30;31;150
673;30;31;150
674;30;31;151
675;30;31;150
676;33;31;150
677;30;31;159
678;30;31;150
679;30;31;152
680;33;31;151
681;40;31;150
682;33;35;151
683;30;31;168
684;30;31;162
685;30;31;155
686;30;31;155
687;30;31;150
688;30;31;158
689;30;31;150
690;30;31;150
691;34;31;150
692;30;31;151
693;31;36;151
694;30;33;150
695;30;31;154
696;30;31;169
697;30;31;162
698;30;37;161
699;31;45;162
700;30;31;175
701;30;31;156
702;30;31;151
703;30;31;151
704;33;33;150
705;30;31;156
706;30;32;156
707;31;32;156
708;31;32;170
709;31;32;156
710;32;34;156
711;32;34;155
712;33;35;176
713;31;34;156
714;32;35;155
715;32;34;155
716;32;35;155
717;32;35;161
718;32;34;156
719;32;35;157
720;32;35;156
721;31;34;152
722;31;31;151
723;30;31;150
724;30;31;155
725;30;31;151
726;30;31;151
727;31;31;151
728;30;31;155
729;30;33;159
730;31;33;152
731;31;34;151
732;31;34;152
733;32;34;152
734;31;33;156
735;29;31;151
736;30;31;151
737;31;32;147
738;30;30;146
739;29;30;155
740;29;30;147
741;30;30;147
742;61;76;187
743;33;36;167
744;40;37;173
745;34;39;173
746;32;36;169
747;33;35;165
748;30;34;164
749;32;33;169
750;31;30;177
751;31;32;155
752;33;31;155
753;30;31;155
754;30;31;153
755;30;33;162
756;33;31;154
757;30;38;152
758;30;31;152
759;30;32;153
760;33;31;165
761;30;32;150
762;30;31;150
763;34;31;158
764;30;31;153
765;30;31;183
766;30;31;157
767;30;31;150
768;30;32;150
769;30;31;150
770;30;31;151
771;30;31;151
772;30;31;150
773;30;31;151
774;33;31;152
775;30;33;151
776;30;31;150
777;30;31;150
778;30;31;151
779;30;31;150
780;30;34;150
781;30;31;150
782;30;31;151
783;29;32;151
784;29;32;149
785;29;32;149
786;29;32;149
787;30;32;152
788;29;33;150
789;29;38;201
790;29;32;167
791;29;32;162
792;29;32;161
793;29;32;149
794;30;32;150
795;30;34;151
796;31;35;151
797;30;41;150
798;31;34;150
799;31;34;150
800;31;34;150
801;30;32;150
802;31;38;151
803;31;34;154
804;31;34;150
805;31;34;151
806;31;35;150
807;42;58;188
808;29;33;150
809;31;34;156
810;31;34;152
811;31;34;150
812;30;34;151
813;31;35;150
814;30;33;155
815;29;32;147
816;28;31;146
817;30;34;147
818;30;34;147
819;30;33;152
820;30;33;146
821;30;36;147
822;30;33;146
823;30;33;147
824;30;33;147
825;26;33;151
826;30;34;147
827;34;39;148
828;30;34;152
829;30;34;147
830;30;33;150
831;33;34;147
832;30;38;149
833;30;33;147
834;30;34;149
835;30;33;147
836;35;34;147
837;31;33;147
838;30;34;147
839;30;34;152
840;30;34;149
841;30;33;147
842;30;33;174
843;30;34;147
844;36;33;149
845;30;33;147
846;30;34;147
847;30;34;155
848;27;31;148
849;28;31;147
850;29;32;150
851;29;31;148
852;28;33;156
853;28;31;148
854;34;31;147
855;30;31;155
856;29;31;151
857;29;31;166
858;30;33;146
859;30;34;149
860;30;43;146
861;29;31;146
862;30;34;154
863;30;34;153
864;30;33;146
865;30;34;146
866;31;34;149
867;30;34;153
868;22;38;147
869;30;34;148
870;30;33;148
871;30;33;147
872;30;34;154
873;30;31;147
874;30;34;150
875;29;32;150
876;34;31;149
877;28;33;150
878;28;32;150
879;33;32;152
880;29;33;149
881;29;32;149
882;29;37;150
883;29;32;149
884;29;32;149
885;29;32;150
886;29;32;149
887;35;34;151
888;29;32;150
889;29;32;149
890;29;32;149
891;30;32;151
892;33;34;150
893;29;32;149
894;29;32;150
895;29;32;149
896;29;32;149
897;29;40;150
898;29;32;153
899;29;32;149
900;29;32;149
901;29;32;150
902;29;32;156
903;29;32;149
904;29;32;149
905;29;32;149
906;29;32;151
907;29;31;156
908;29;32;149
909;29;32;149
910;29;31;146
911;29;32;147
912;27;31;151
913;28;31;146
914;28;31;154
915;29;32;146
916;29;31;145
917;29;31;153
918;29;31;146
919;29;31;150
920;28;31;146
921;29;32;146
922;31;31;155
923;30;34;150
924;31;31;146
925;33;33;146
926;29;31;146
927;29;31;146
928;29;31;146
929;28;31;146
930;29;31;152
931;29;31;146
932;28;31;146
933;28;33;154
934;29;34;146
935;29;31;158
936;27;31;147
937;28;31;146
938;31;32;146
939;28;32;146
940;28;31;155
941;29;32;146
942;30;32;146
943;28;31;146
944;29;31;145
945;37;31;149
946;27;32;145
947;27;35;146
948;29;37;147
949;29;31;147
950;28;31;147
951;33;31;150
952;28;31;146
953;29;31;156
954;29;31;146
955;28;31;149
956;27;31;155
957;29;31;147
958;28;31;154
959;42;51;161
960;31;31;150
961;29;31;150
962;29;31;145
963;26;31;152
964;30;31;149
965;29;31;145
966;29;31;149
967;28;31;145
968;28;32;156
969;30;33;146
970;30;34;147
971;29;34;149
972;32;31;149
973;29;31;154
974;29;31;150
975;29;32;150
976;29;32;150
977;29;32;149
978;29;32;171
979;29;32;150
980;29;32;149
981;29;32;150
982;29;32;149
983;29;32;158
984;29;32;150
985;29;32;149
986;29;32;151
987;29;32;149
988;29;32;167
989;29;32;149
990;29;32;149
991;25;31;146
992;28;32;146
993;27;31;151
994;28;31;150
995;28;32;150
996;33;32;149
997;29;33;148
998;30;34;157
999;30;33;147
1000;30;33;147
