Iteration,Array,ArrayList,LinkedList
398,26,41,236
399,26,41,238
400,26,41,241
401,26,41,245
402,26,41,237
403,26,41,235
404,26,41,246
405,26,46,236
406,26,41,238
407,26,40,235
408,26,41,243
409,27,45,236
410,26,41,236
411,26,41,241
412,26,41,252
413,26,41,237
414,26,41,237
415,26,41,257
416,26,48,236
417,26,41,240
418,26,41,243
419,26,41,242
420,30,41,237
421,26,41,242
422,26,41,245
423,26,41,237
424,26,41,235
425,26,50,245
426,26,41,248
427,26,45,237
428,26,41,249
429,26,41,263
430,26,41,242
431,29,41,236
432,26,41,236
433,26,41,242
434,26,42,237
435,26,41,235
436,26,41,243
437,26,41,246
438,26,41,270
439,26,46,262
440,26,44,247
441,26,54,248
442,26,41,245
443,26,51,273
444,27,42,261
445,26,42,255
446,26,42,241
447,26,42,254
448,27,42,248
449,26,41,247
450,26,42,255
451,26,42,241
452,26,42,240
453,26,42,250
454,26,41,243
455,33,42,242
456,26,41,242
457,26,42,251
458,26,42,240
459,26,41,242
460,26,41,241
461,26,41,242
462,27,42,241
463,26,41,241
464,26,41,243
465,26,42,242
466,26,41,242
467,26,42,242
468,26,41,242
469,27,41,241
470,26,41,241
471,26,41,249
472,27,43,242
473,26,42,245
474,26,41,241
475,26,41,245
476,26,42,242
477,26,41,247
478,26,41,243
479,26,42,241
480,26,42,241
481,26,42,248
482,26,41,242
483,26,42,236
484,26,41,237
485,26,41,247
486,26,40,244
487,30,40,236
488,26,41,237
489,28,41,270
490,28,41,235
491,26,41,235
492,26,41,243
493,26,41,239
494,26,41,235
495,26,41,237
496,26,41,242
497,26,54,238
498,26,40,237
499,26,41,243
500,26,41,241
501,26,41,240
502,26,41,235
503,26,41,236
504,26,41,243
505,26,41,243
506,26,41,236
507,26,41,237
508,26,41,242
509,31,41,242
510,26,41,237
511,26,41,236
512,26,41,243
513,26,41,245
514,26,41,236
515,26,41,237
516,26,41,236
517,26,41,236
518,26,41,234
519,26,41,236
520,26,41,237
521,26,41,241
522,29,41,237
523,26,41,236
524,26,41,241
525,26,41,248
526,30,41,237
527,26,41,244
528,26,41,235
529,26,41,241
530,26,41,237
531,26,41,236
532,26,41,242
533,26,41,246
534,26,41,237
535,26,41,236
536,26,41,237
537,26,41,242
538,26,41,236
539,26,41,236
540,26,41,236
541,26,41,244
542,26,41,237
543,26,40,237
544,26,41,237
545,26,48,236
546,26,41,236
547,26,41,243
548,26,41,236
549,26,41,236
550,26,41,236
551,26,41,257
552,26,49,240
553,26,41,237
554,26,41,249
555,27,41,258
556,26,41,235
557,26,41,261
558,26,41,255
559,28,41,237
560,26,41,236
561,26,41,254
562,26,43,237
563,26,41,235
564,26,41,246
565,26,41,249
566,28,41,236
567,26,48,237
568,26,41,242
569,26,41,250
570,26,41,236
571,26,41,236
572,26,41,243
573,26,47,236
574,26,41,236
575,25,41,237
576,26,41,243
577,26,41,237
578,26,41,236
579,26,41,237
580,26,41,237
581,26,41,237
582,26,41,236
583,26,41,243
584,26,41,236
585,26,41,241
586,26,41,236
587,26,41,243
588,26,41,243
589,26,41,242
590,26,41,236
591,26,41,244
592,26,41,236
593,26,41,241
594,26,41,244
595,26,41,236
596,26,41,235
597,26,41,245
598,26,41,242
599,26,41,236
600,26,41,236
601,26,41,242
602,26,41,238
603,25,41,236
604,26,41,236
605,26,41,237
606,26,41,237
607,27,41,236
608,26,41,236
609,26,41,236
610,26,41,237
611,26,41,244
612,26,41,238
613,26,41,247
614,26,41,244
615,26,41,237
616,26,41,236
617,26,41,243
618,26,41,237
619,26,41,238
620,25,40,242
621,25,40,250
622,25,45,231
623,25,40,235
624,25,40,231
625,25,40,245
626,25,40,239
627,25,40,231
628,25,40,232
629,25,40,236
630,25,40,231
631,25,40,230
632,25,40,232
633,25,40,232
634,25,40,233
635,28,40,235
636,26,40,231
637,25,40,239
638,25,40,242
639,25,43,238
640,25,46,257
641,25,40,253
642,25,40,231
643,25,40,232
644,25,40,236
645,25,40,242
646,25,40,231
647,25,40,237
648,25,40,231
649,25,42,248
650,25,40,241
651,26,41,232
652,25,40,231
653,25,43,242
654,25,40,248
