Iteration;Array;ArrayList;LinkedList
522;26;28;83
523;25;29;81
524;26;28;80
525;26;29;81
526;26;29;80
527;27;28;79
528;27;29;79
529;31;35;88
530;26;29;80
531;28;29;95
532;26;28;80
533;26;28;80
534;26;29;82
535;26;28;81
536;31;29;80
537;26;29;81
538;26;29;80
539;26;29;81
540;27;29;83
541;26;29;81
542;27;29;81
543;27;29;139
544;27;29;80
545;27;28;81
546;26;28;81
547;26;28;81
548;27;29;81
549;26;29;80
550;26;29;81
551;27;28;80
552;26;28;79
553;26;29;80
554;26;29;80
555;27;29;81
556;27;29;80
557;26;29;80
558;26;29;81
559;26;28;80
560;26;28;80
561;27;29;80
562;26;28;80
563;26;29;80
564;27;28;80
565;26;30;80
566;26;29;81
567;26;29;80
568;26;28;80
569;26;28;80
570;26;29;80
571;26;29;81
572;28;29;80
573;26;29;80
574;26;29;80
575;26;29;80
576;26;29;81
577;26;29;80
578;26;28;80
579;28;29;81
580;26;29;79
581;26;29;80
582;26;28;80
583;26;29;80
584;27;29;80
585;28;28;80
586;26;31;80
587;26;29;80
588;26;28;81
589;26;29;80
590;26;28;79
591;26;28;80
592;26;29;80
593;28;28;80
594;26;29;80
595;27;28;79
596;26;28;80
597;27;28;80
598;26;29;82
599;26;28;80
600;30;33;82
601;25;28;78
602;26;26;78
603;25;28;88
604;27;28;82
605;32;27;78
606;26;28;78
607;30;28;78
608;26;28;78
609;26;27;78
610;26;28;78
611;26;28;78
612;26;28;78
613;26;28;94
614;26;28;78
615;30;28;78
616;26;28;78
617;26;28;83
618;26;30;90
619;26;28;81
620;26;28;78
621;26;28;78
622;26;28;81
623;26;27;91
624;30;28;83
625;27;28;78
626;26;28;78
627;30;28;82
628;27;37;94
629;26;28;79
630;26;28;78
631;26;28;79
632;26;28;78
633;49;28;81
634;26;29;87
635;26;28;78
636;26;50;79
637;26;27;95
638;26;28;78
639;26;28;83
640;25;27;81
641;30;28;81
642;28;28;78
643;26;28;87
644;27;29;82
645;26;29;80
646;26;28;80
647;26;29;81
648;28;28;90
649;26;29;80
650;26;29;80
651;26;29;80
652;26;29;80
653;26;28;80
654;26;29;80
655;28;29;80
656;26;28;80
657;26;29;80
658;26;29;80
659;26;29;80
660;26;28;80
661;26;29;80
662;26;29;80
663;26;28;83
664;27;30;80
665;26;28;80
666;26;28;91
667;26;28;79
668;33;28;79
669;26;28;86
670;26;28;78
671;27;28;78
672;26;28;78
673;26;28;78
674;26;28;78
675;26;31;113
676;26;28;78
677;26;28;78
678;26;28;90
679;26;28;78
680;26;29;78
681;26;30;83
682;26;28;83
683;26;28;83
684;26;33;78
685;26;28;78
686;26;28;78
687;26;29;80
688;26;29;80
689;26;29;80
690;28;28;80
691;27;29;80
692;26;29;80
693;26;29;86
694;26;29;80
695;27;29;80
696;27;29;80
697;26;29;80
698;27;29;81
699;26;29;81
700;26;29;80
701;26;29;80
702;26;29;80
703;26;29;80
704;26;28;81
705;26;29;80
706;26;29;82
707;26;29;80
708;26;29;80
709;25;28;78
710;26;33;78
711;26;28;78
712;26;28;78
713;26;34;92
714;26;28;78
715;26;28;78
716;26;34;105
717;36;33;86
718;26;28;82
719;30;28;79
720;26;38;78
721;27;28;78
722;30;34;79
723;26;28;78
724;26;28;79
725;29;32;77
726;26;28;78
727;26;32;78
728;26;31;78
729;26;28;79
730;26;28;78
731;26;28;82
732;26;28;79
733;26;28;78
734;27;28;99
735;30;29;85
736;26;28;78
737;25;29;83
738;26;29;78
739;26;28;78
740;26;28;79
741;26;28;78
742;26;28;78
743;26;28;82
744;26;32;81
745;26;28;78
746;26;32;87
747;30;29;93
748;41;33;89
749;36;32;89
750;26;36;90
751;26;28;78
752;35;40;97
753;39;45;98
754;37;40;114
755;30;34;93
756;28;29;82
757;26;29;82
758;36;37;90
759;42;31;86
760;27;38;96
761;29;29;81
762;27;29;81
763;27;29;81
764;29;29;104
765;26;28;81
766;31;29;80
767;30;31;106
768;28;29;85
769;31;35;81
770;34;30;80
771;27;29;81
772;26;29;80
773;27;35;92
774;26;29;86
775;27;29;80
776;27;29;81
777;26;29;87
778;27;29;81
779;28;29;82
780;26;29;83
781;26;29;80
782;33;29;81
783;26;29;84
784;27;29;82
785;27;29;83
786;30;34;97
787;27;29;82
788;26;29;82
789;26;31;84
790;27;32;83
791;26;29;82
792;27;40;82
793;26;29;88
794;27;29;82
795;34;31;83
796;26;29;82
797;29;33;89
798;27;29;84
799;27;28;82
800;27;28;82
801;26;29;82
802;26;28;82
803;26;29;85
804;26;29;81
805;28;29;82
806;26;28;81
807;26;29;81
808;26;30;83
809;26;28;81
810;27;31;82
811;27;28;82
812;27;28;82
813;26;29;82
814;26;29;81
815;26;29;82
816;27;28;82
817;26;29;82
818;27;29;81
819;26;28;82
820;26;28;82
821;25;28;82
822;26;28;82
823;26;29;82
824;26;30;82
825;26;29;82
826;26;28;82
827;26;29;82
828;26;29;82
829;26;29;81
830;27;28;81
831;27;31;82
832;26;29;82
833;26;29;83
834;25;28;86
835;25;28;80
836;26;38;89
837;26;33;89
838;26;32;80
839;26;28;80
840;26;28;81
841;26;28;79
842;26;27;80
843;26;28;83
844;26;28;81
845;26;35;81
846;26;28;83
847;26;28;79
848;26;28;79
849;26;28;79
850;26;28;80
851;26;28;81
852;28;28;79
853;26;28;79
854;26;28;80
855;26;28;80
856;26;28;84
857;26;28;81
858;26;28;80
859;27;30;80
860;25;29;80
861;26;28;80
862;25;28;79
863;26;28;83
864;26;27;79
865;26;28;79
866;29;28;81
867;25;28;80
868;29;28;79
869;25;28;79
870;26;28;79
871;25;27;78
872;26;28;81
873;26;30;88
874;26;31;84
875;25;27;79
876;26;28;82
877;26;28;79
878;25;28;80
879;25;28;80
880;26;28;86
881;26;26;79
882;26;28;80
883;26;28;86
884;26;29;80
885;26;27;79
886;26;28;80
887;26;28;81
888;25;28;80
889;26;28;80
890;26;28;86
891;26;28;80
892;26;28;80
893;26;28;81
894;26;28;80
895;25;28;79
896;26;28;80
897;27;28;80
898;26;28;79
899;26;28;79
900;25;28;81
901;25;27;79
902;26;28;79
903;26;28;80
904;26;32;81
905;28;28;79
906;25;28;79
907;25;27;80
908;26;29;79
909;26;28;80
910;26;28;80
911;26;28;84
912;26;28;80
913;25;27;79
914;26;28;81
915;26;28;80
916;25;28;84
917;26;28;79
918;25;28;88
919;27;28;84
920;26;28;84
921;27;28;79
922;25;28;79
923;26;28;85
924;26;38;81
925;33;28;80
926;26;28;87
927;26;28;86
928;29;28;80
929;28;28;82
930;26;31;81
931;25;27;80
932;26;28;111
933;26;28;80
934;26;30;80
935;25;31;90
936;26;28;80
937;26;28;83
938;32;32;93
939;26;27;81
940;37;33;80
941;28;28;87
942;26;28;93
943;26;39;82
944;26;29;82
945;27;28;82
946;26;29;82
947;27;29;82
948;44;34;84
949;26;29;82
950;26;28;82
951;26;29;84
952;27;28;82
953;27;29;82
954;26;28;82
955;28;29;82
956;26;29;82
957;26;28;82
958;29;28;81
959;27;29;82
960;32;38;105
961;34;29;88
962;26;28;82
963;27;29;82
964;26;28;82
965;26;28;82
966;27;29;82
967;26;28;83
968;26;35;82
969;26;29;82
970;26;29;83
971;26;31;82
972;31;44;95
973;34;32;87
974;35;38;92
975;26;29;82
976;28;37;102
977;26;28;82
978;26;29;83
979;27;28;82
980;27;29;82
981;29;29;82
982;27;30;83
983;26;29;83
984;27;36;83
985;30;32;82
986;27;29;83
987;28;29;89
988;26;29;82
989;27;38;82
990;27;29;82
991;26;29;82
992;32;46;91
993;32;28;84
994;27;29;83
995;30;32;83
996;26;29;99
997;27;29;81
998;26;29;82
999;35;31;90
1000;27;28;84
