Iteration;False Positive
2048;95,904
2049;95,902
2050;95,9
2051;95,898
2052;95,895996
2053;95,894005
2054;95,892
2055;95,89
2056;95,888
2057;95,886
2058;95,884
2059;95,881996
2060;95,880005
2061;95,878
2062;95,876
2063;95,874
2064;95,872
2065;95,87
2066;95,868
2067;95,866
2068;95,864
2069;95,862
2070;95,86
2071;95,858
2072;95,856
2073;95,854004
2074;95,852
2075;95,850006
2076;95,848
2077;95,846
2078;95,844
2079;95,841995
2080;95,840004
2081;95,838
2082;95,836
2083;95,834
2084;95,832
2085;95,83
2086;95,828
2087;95,826
2088;95,824
2089;95,822
2090;95,82
2091;95,818
2092;95,816
2093;95,814
2094;95,812
2095;95,810005
2096;95,808
2097;95,806
2098;95,804
2099;95,801994
2100;95,8
2101;95,798
2102;95,796
2103;95,794
2104;95,792
2105;95,79
2106;95,788
2107;95,785995
2108;95,784004
2109;95,782
2110;95,78
2111;95,778
2112;95,776
2113;95,774
2114;95,771996
2115;95,770004
2116;95,768
2117;95,766
2118;95,764
2119;95,762
2120;95,76
2121;95,757996
2122;95,756
2123;95,754
2124;95,752
2125;95,75
2126;95,748
2127;95,746
2128;95,744
2129;95,742
2130;95,740005
2131;95,738
2132;95,736
2133;95,734
2134;95,731995
2135;95,73
2136;95,728
2137;95,726
2138;95,724
2139;95,722
2140;95,72
2141;95,718
2142;95,716
2143;95,714005
2144;95,712
2145;95,71
2146;95,708
2147;95,706
2148;95,704
2149;95,701996
2150;95,700005
2151;95,698
2152;95,696
2153;95,694
2154;95,692
2155;95,69
2156;95,687996
2157;95,686
2158;95,684
2159;95,682
2160;95,68
2161;95,678
2162;95,676
2163;95,674
2164;95,672
2165;95,670006
2166;95,668
2167;95,666
2168;95,664
2169;95,661995
2170;95,66
2171;95,658
2172;95,656
2173;95,654
2174;95,652
2175;95,65
2176;95,648
2177;95,645996
2178;95,644
2179;95,642
2180;95,64
2181;95,638
2182;95,636
2183;95,634
2184;95,631996
2185;95,630005
2186;95,628
2187;95,626
2188;95,624
2189;95,621994
2190;95,62
2191;95,618
2192;95,616
2193;95,614
2194;95,612
2195;95,61
2196;95,608
2197;95,606
2198;95,604004
2199;95,602
2200;95,6
2201;95,598
2202;95,596
2203;95,594
2204;95,591995
2205;95,590004
2206;95,588
2207;95,586
2208;95,584
2209;95,582
2210;95,58
2211;95,578
2212;95,576004
2213;95,574
2214;95,572
2215;95,57
2216;95,568
2217;95,566
2218;95,564
2219;95,562
2220;95,560005
2221;95,558
2222;95,556
2223;95,554
2224;95,551994
2225;95,55
2226;95,548
2227;95,546
2228;95,544
2229;95,542
2230;95,54
2231;95,538
2232;95,536
2233;95,534004
2234;95,532
2235;95,53
2236;95,528
2237;95,526
2238;95,524
2239;95,521996
2240;95,520004
2241;95,518
2242;95,516
2243;95,514
2244;95,512
2245;95,51
2246;95,507996
2247;95,506
2248;95,504
2249;95,502
2250;95,5
2251;95,498
2252;95,496
2253;95,494
2254;95,492
2255;95,490005
2256;95,488
2257;95,486
2258;95,484
2259;95,481995
2260;95,48
2261;95,478
2262;95,476
2263;95,474
2264;95,472
2265;95,47
2266;95,468
2267;95,466
2268;95,464
2269;95,462
2270;95,46
2271;95,458
2272;95,456
2273;95,454
2274;95,451996
2275;95,450005
2276;95,448
2277;95,446
2278;95,444
2279;95,44199
2280;95,44
2281;95,437996
2282;95,436005
2283;95,434
2284;95,432
2285;95,43
2286;95,428
2287;95,426
2288;95,424
2289;95,422
2290;95,420006
2291;95,418
2292;95,416
2293;95,414
2294;95,411995
2295;95,41
2296;95,408
2297;95,406
2298;95,404
2299;95,402
2300;95,4
2301;95,398
2302;95,396
2303;95,394
2304;95,392
2305;95,39
2306;95,388
2307;95,386
2308;95,384
2309;95,381996
2310;95,380005
2311;95,378
2312;95,376
2313;95,374
2314;95,371994
2315;95,37
2316;95,368
2317;95,366
2318;95,364
2319;95,362
2320;95,36
2321;95,358
2322;95,356
2323;95,354004
2324;95,352
2325;95,35
2326;95,348
2327;95,346
2328;95,344
2329;95,341995
2330;95,340004
2331;95,338
2332;95,336
2333;95,334
2334;95,332
2335;95,33
2336;95,327995
2337;95,326004
2338;95,324
2339;95,322
2340;95,32
2341;95,318
2342;95,316
2343;95,314
2344;95,312
2345;95,310005
2346;95,308
2347;95,306
2348;95,304
2349;95,301994
2350;95,3
2351;95,298
2352;95,296005
2353;95,294
2354;95,292
2355;95,29
2356;95,288
2357;95,286
2358;95,284
2359;95,282
2360;95,28
2361;95,278
2362;95,276
2363;95,274
2364;95,271996
2365;95,270004
2366;95,268
2367;95,266
2368;95,264
2369;95,262
2370;95,26
2371;95,257996
2372;95,256004
2373;95,254
2374;95,252
2375;95,25
2376;95,248
2377;95,246
2378;95,244
2379;95,242
2380;95,240005
2381;95,238
2382;95,236
2383;95,234
2384;95,231995
2385;95,23
2386;95,228
2387;95,226
2388;95,224
2389;95,222
2390;95,22
2391;95,218
2392;95,216
2393;95,214
2394;95,212
2395;95,21
2396;95,208
2397;95,206
2398;95,204
2399;95,201996
2400;95,200005
2401;95,198
2402;95,196
2403;95,194
2404;95,19199
2405;95,19
2406;95,187996
2407;95,186005
2408;95,184
2409;95,182
2410;95,18
2411;95,178
2412;95,176
2413;95,174
2414;95,172
2415;95,17
2416;95,168
2417;95,166
2418;95,164
2419;95,161995
2420;95,16
2421;95,158
2422;95,156006
2423;95,154
2424;95,152
2425;95,15
2426;95,147995
2427;95,146
2428;95,144
2429;95,142
2430;95,14
2431;95,138
2432;95,136
2433;95,134
2434;95,131996
2435;95,130005
2436;95,128
2437;95,126
2438;95,124
2439;95,121994
2440;95,12
2441;95,118
2442;95,116005
2443;95,114
2444;95,112
2445;95,11
2446;95,108
2447;95,106
2448;95,104004
2449;95,102
2450;95,1
2451;95,098
2452;95,096
2453;95,094
2454;95,091995
2455;95,090004
2456;95,088
2457;95,086
2458;95,084
2459;95,082
2460;95,08
2461;95,077995
2462;95,076004
2463;95,074
2464;95,072
2465;95,07
2466;95,068
2467;95,066
2468;95,064
2469;95,062
2470;95,060005
2471;95,058
2472;95,056
2473;95,054
2474;95,051994
2475;95,05
2476;95,048
2477;95,046005
2478;95,044
2479;95,042
2480;95,04
2481;95,038
2482;95,036
2483;95,034
2484;95,032
2485;95,03
2486;95,028
2487;95,026
2488;95,024
2489;95,021996
2490;95,020004
2491;95,018
2492;95,01601
2493;95,014
2494;95,01199
2495;95,01
2496;95,007996
2497;95,006004
2498;95,004
2499;95,002
2500;95
2501;94,998
2502;94,996
2503;94,994
2504;94,992
2505;94,99
2506;94,988
2507;94,986
2508;94,984
2509;94,981995
2510;94,98
2511;94,978
2512;94,976006
2513;94,974
2514;94,972
2515;94,97
2516;94,967995
2517;94,966
2518;94,964
2519;94,962
2520;94,96
2521;94,958
2522;94,956
2523;94,954
2524;94,951996
2525;94,950005
2526;94,948
2527;94,946
2528;94,944
2529;94,942
2530;94,94
2531;94,937996
2532;94,936005
2533;94,934
2534;94,932
2535;94,93
2536;94,928
2537;94,926
2538;94,924
2539;94,922
2540;94,92
2541;94,918
2542;94,916
2543;94,914
2544;94,911995
2545;94,91
2546;94,908
2547;94,906006
2548;94,904
2549;94,902
2550;94,9
2551;94,897995
2552;94,896
2553;94,894
2554;94,892
2555;94,89
2556;94,888
2557;94,886
2558;94,884
2559;94,881996
2560;94,880005
2561;94,878
2562;94,876
2563;94,874
2564;94,871994
2565;94,87
2566;94,868
2567;94,866005
2568;94,864
2569;94,862
2570;94,86
2571;94,858
2572;94,856
2573;94,854
2574;94,852
2575;94,85
2576;94,848
2577;94,846
2578;94,844
2579;94,841995
2580;94,840004
2581;94,838
2582;94,836006
2583;94,834
2584;94,832
2585;94,83
2586;94,827995
2587;94,826004
2588;94,824
2589;94,822
2590;94,82
2591;94,818
2592;94,816
2593;94,814
2594;94,812
2595;94,81
2596;94,808
2597;94,806
2598;94,804
2599;94,802
2600;94,8
2601;94,798
2602;94,796005
2603;94,794
2604;94,792
2605;94,79
2606;94,788
2607;94,786
2608;94,784
2609;94,782
2610;94,78
2611;94,778
2612;94,776
2613;94,774
2614;94,771996
2615;94,770004
2616;94,768
2617;94,76601
2618;94,764
2619;94,762
2620;94,76
2621;94,757996
2622;94,756004
2623;94,754
2624;94,752
2625;94,75
2626;94,748
2627;94,746
2628;94,744
2629;94,742
2630;94,74
2631;94,738
2632;94,736
2633;94,734
2634;94,731995
2635;94,73
2636;94,728
2637;94,726006
2638;94,724
2639;94,722
2640;94,72
2641;94,717995
2642;94,716
2643;94,714
2644;94,712
2645;94,71
2646;94,708
2647;94,706
2648;94,704
2649;94,701996
2650;94,700005
2651;94,698
2652;94,696
2653;94,694
2654;94,692
2655;94,69
2656;94,687996
2657;94,686005
2658;94,684
2659;94,682
2660;94,68
2661;94,678
2662;94,676
2663;94,673996
2664;94,672
2665;94,67
2666;94,668
2667;94,666
2668;94,664
2669;94,662
2670;94,66
2671;94,658
2672;94,656006
2673;94,654
2674;94,652
2675;94,65
2676;94,647995
2677;94,646
2678;94,644
2679;94,642
2680;94,64
2681;94,638
2682;94,636
2683;94,634
2684;94,631996
2685;94,630005
2686;94,628
2687;94,626
2688;94,624
2689;94,622
2690;94,62
2691;94,618
2692;94,616005
2693;94,614
2694;94,612
2695;94,61
2696;94,608
2697;94,606
2698;94,604
2699;94,602
2700;94,6
2701;94,598
2702;94,596
2703;94,594
2704;94,591995
2705;94,590004
2706;94,588
2707;94,586006
2708;94,584
2709;94,582
2710;94,58
2711;94,577995
2712;94,576004
2713;94,574
2714;94,572
2715;94,57
2716;94,568
2717;94,566
2718;94,564
2719;94,562
2720;94,56
2721;94,558
2722;94,556
2723;94,554
2724;94,552
2725;94,55
2726;94,548
2727;94,546005
2728;94,544
2729;94,542
2730;94,54
2731;94,537994
2732;94,536
2733;94,534
2734;94,532
2735;94,53
2736;94,528
2737;94,526
2738;94,524
2739;94,522
2740;94,520004
2741;94,518
2742;94,516
2743;94,514
2744;94,512
2745;94,51
2746;94,507996
2747;94,506004
2748;94,504
2749;94,502
2750;94,5
2751;94,498
2752;94,496
2753;94,493996
2754;94,492
2755;94,49
2756;94,488
2757;94,486
2758;94,484
2759;94,482
2760;94,48
2761;94,478
2762;94,476006
2763;94,474
2764;94,472
2765;94,47
2766;94,467995
2767;94,466
2768;94,464
2769;94,462
2770;94,46
2771;94,458
2772;94,456
2773;94,454
2774;94,451996
2775;94,450005
2776;94,448
2777;94,446
2778;94,444
2779;94,442
2780;94,44
2781;94,437996
2782;94,436005
2783;94,434
2784;94,432
2785;94,43
2786;94,428
2787;94,426
2788;94,423996
2789;94,422
2790;94,42
2791;94,418
2792;94,416
2793;94,414
2794;94,412
2795;94,41
2796;94,408
2797;94,406006
2798;94,404
2799;94,402
2800;94,4
2801;94,397995
2802;94,396
2803;94,394
2804;94,392
2805;94,39
2806;94,388
2807;94,386
2808;94,384
2809;94,382
2810;94,38
2811;94,378
2812;94,376
2813;94,374
2814;94,372
2815;94,37
2816;94,368
2817;94,366005
2818;94,364
2819;94,362
2820;94,36
2821;94,357994
2822;94,356
2823;94,354
2824;94,352
2825;94,35
2826;94,348
2827;94,346
2828;94,344
2829;94,342
2830;94,340004
2831;94,338
2832;94,336
2833;94,334
2834;94,332
2835;94,33
2836;94,327995
2837;94,326004
2838;94,324
2839;94,322
2840;94,32
2841;94,318
2842;94,316
2843;94,313995
2844;94,312
2845;94,31
2846;94,308
2847;94,306
2848;94,304
2849;94,302
2850;94,3
2851;94,298
2852;94,296005
2853;94,294
2854;94,292
2855;94,29
2856;94,287994
2857;94,286
2858;94,284
2859;94,282
2860;94,28
2861;94,278
2862;94,276
2863;94,274
2864;94,272
2865;94,270004
2866;94,268
2867;94,266
2868;94,264
2869;94,262
2870;94,26
2871;94,257996
2872;94,256004
2873;94,254
2874;94,252
2875;94,25
2876;94,248
2877;94,246
2878;94,243996
2879;94,242004
2880;94,24
2881;94,238
2882;94,236
2883;94,234
2884;94,232
2885;94,23
2886;94,228
2887;94,226006
2888;94,224
2889;94,222
2890;94,22
2891;94,217995
2892;94,216
2893;94,214
2894;94,212
2895;94,21
2896;94,208
2897;94,206
2898;94,204
2899;94,202
2900;94,2
2901;94,198
2902;94,196
2903;94,194
2904;94,192
2905;94,19
2906;94,187996
2907;94,186005
2908;94,184
2909;94,182
2910;94,18
2911;94,17799
2912;94,176
2913;94,173996
2914;94,172
2915;94,17
2916;94,168
2917;94,166
2918;94,164
2919;94,162
2920;94,16
2921;94,158
2922;94,156
2923;94,154
2924;94,152
2925;94,15
2926;94,147995
2927;94,146
2928;94,144
2929;94,142
2930;94,14
2931;94,138
2932;94,136
2933;94,134
2934;94,132
2935;94,13
2936;94,128
2937;94,126
2938;94,124
2939;94,122
2940;94,12
2941;94,118
2942;94,116005
2943;94,114
2944;94,112
2945;94,11
2946;94,107994
2947;94,106
2948;94,104
2949;94,102005
2950;94,1
2951;94,098
2952;94,096
2953;94,094
2954;94,092
2955;94,090004
2956;94,088
2957;94,086
2958;94,084
2959;94,082
2960;94,08
2961;94,077995
2962;94,076004
2963;94,074
2964;94,072
2965;94,07
2966;94,068
2967;94,066
2968;94,063995
2969;94,062004
2970;94,06
2971;94,058
2972;94,056
2973;94,054
2974;94,052
2975;94,05
2976;94,048
2977;94,046005
2978;94,044
2979;94,042
2980;94,04
2981;94,037994
2982;94,036
2983;94,034
2984;94,032
2985;94,03
2986;94,028
2987;94,026
2988;94,024
2989;94,022
2990;94,02
2991;94,018
2992;94,016
2993;94,014
2994;94,012
2995;94,01
2996;94,007996
2997;94,006004
2998;94,004
2999;94,002
3000;94
3001;93,99799
3002;93,996
3003;93,993996
3004;93,992004
3005;93,99
3006;93,988
3007;93,986
3008;93,984
3009;93,982
3010;93,98
3011;93,978
3012;93,976006
3013;93,974
3014;93,972
3015;93,97
3016;93,967995
3017;93,966
3018;93,964
3019;93,962006
3020;93,96
3021;93,958
3022;93,956
3023;93,954
3024;93,952
3025;93,95
3026;93,948
3027;93,946
3028;93,944
3029;93,942
3030;93,94
3031;93,937996
3032;93,936005
3033;93,934
3034;93,932
3035;93,93
3036;93,92799
3037;93,926
3038;93,923996
3039;93,922005
3040;93,92
3041;93,918
3042;93,916
3043;93,914
3044;93,912
3045;93,91
3046;93,908
3047;93,906
3048;93,904
3049;93,902
3050;93,9
3051;93,897995
3052;93,896
3053;93,894
3054;93,892
3055;93,89
3056;93,888
3057;93,886
3058;93,883995
3059;93,882
3060;93,88
3061;93,878
3062;93,876
3063;93,874
3064;93,872
3065;93,87
3066;93,868
3067;93,866005
3068;93,864
3069;93,862
3070;93,86
3071;93,857994
3072;93,856
3073;93,854
3074;93,852005
3075;93,85
3076;93,848
3077;93,846
3078;93,844
3079;93,842
3080;93,84
3081;93,838
3082;93,836
3083;93,834
3084;93,832
3085;93,83
3086;93,827995
3087;93,826004
3088;93,824
3089;93,82201
3090;93,82
3091;93,818
3092;93,816
3093;93,813995
3094;93,812004
3095;93,81
3096;93,808
3097;93,806
3098;93,804
3099;93,802
3100;93,8
3101;93,798
3102;93,796005
3103;93,794
3104;93,792
3105;93,79
3106;93,787994
3107;93,786
3108;93,784
3109;93,782005
3110;93,78
3111;93,778
3112;93,776
3113;93,774
3114;93,772
3115;93,77
3116;93,768
3117;93,766
3118;93,764
3119;93,762
3120;93,76
3121;93,757996
3122;93,756004
3123;93,754
3124;93,752
3125;93,75
3126;93,748
3127;93,746
3128;93,743996
3129;93,742004
3130;93,74
3131;93,738
3132;93,736
3133;93,734
3134;93,732
3135;93,73
3136;93,728
3137;93,726
3138;93,724
3139;93,722
3140;93,72
3141;93,717995
3142;93,716
3143;93,714
3144;93,712006
3145;93,71
3146;93,708
3147;93,706
3148;93,703995
3149;93,702
3150;93,7
3151;93,698
3152;93,696
3153;93,694
3154;93,692
3155;93,69
3156;93,687996
3157;93,686005
3158;93,684
3159;93,682
3160;93,68
3161;93,67799
3162;93,676
3163;93,673996
3164;93,672005
3165;93,67
3166;93,668
3167;93,666
3168;93,664
3169;93,662
3170;93,66
3171;93,658
3172;93,656
3173;93,654
3174;93,652
3175;93,65
3176;93,647995
3177;93,646
3178;93,644
3179;93,642006
3180;93,64
3181;93,638
3182;93,636
3183;93,633995
3184;93,632
3185;93,63
3186;93,628
3187;93,626
3188;93,624
3189;93,622
3190;93,62
3191;93,618
3192;93,616005
3193;93,614
3194;93,612
3195;93,61
3196;93,608
3197;93,606
3198;93,604
3199;93,602005
3200;93,6
3201;93,598
3202;93,596
3203;93,594
3204;93,592
3205;93,59
3206;93,588
3207;93,586
3208;93,584
3209;93,582
3210;93,58
3211;93,577995
3212;93,576004
3213;93,574
3214;93,57201
3215;93,57
3216;93,568
3217;93,566
3218;93,563995
3219;93,562004
3220;93,56
3221;93,558
3222;93,556
3223;93,554
3224;93,552
3225;93,55
3226;93,548
3227;93,546
3228;93,544
3229;93,542
3230;93,54
3231;93,537994
3232;93,536
3233;93,534
3234;93,532005
3235;93,53
3236;93,528
3237;93,526
3238;93,523994
3239;93,522
3240;93,52
3241;93,518
3242;93,516
3243;93,514
3244;93,512
3245;93,51
3246;93,507996
3247;93,506004
3248;93,504
3249;93,50201
3250;93,5
3251;93,498
3252;93,496
3253;93,493996
3254;93,492004
3255;93,49
3256;93,488
3257;93,486
3258;93,484
3259;93,482
3260;93,48
3261;93,478
3262;93,476
3263;93,474
3264;93,472
3265;93,47
3266;93,468
3267;93,466
3268;93,464
3269;93,462006
3270;93,46
3271;93,458
3272;93,456
3273;93,453995
3274;93,452
3275;93,45
3276;93,448
3277;93,446
3278;93,444
3279;93,442
3280;93,44
3281;93,437996
3282;93,436005
3283;93,434
3284;93,432
3285;93,43
3286;93,428
3287;93,426
3288;93,423996
3289;93,422005
3290;93,42
3291;93,418
3292;93,416
3293;93,414
3294;93,412
3295;93,409996
3296;93,408
3297;93,406
3298;93,404
3299;93,402
3300;93,4
3301;93,397995
3302;93,396
3303;93,394
3304;93,392006
3305;93,39
3306;93,388
3307;93,386
3308;93,383995
3309;93,382
3310;93,38
3311;93,378
3312;93,376
3313;93,374
3314;93,372
3315;93,37
3316;93,368
3317;93,366
3318;93,364
3319;93,362
3320;93,36
3321;93,358
3322;93,356
3323;93,354
3324;93,352005
3325;93,35
3326;93,348
3327;93,346
3328;93,344
3329;93,342
3330;93,34
3331;93,338
3332;93,336
3333;93,334
3334;93,332
3335;93,33
3336;93,328
3337;93,326004
3338;93,324
3339;93,32201
3340;93,32
3341;93,318
3342;93,316
3343;93,313995
3344;93,312004
3345;93,31
3346;93,308
3347;93,306
3348;93,304
3349;93,302
3350;93,3
3351;93,298
3352;93,296
3353;93,294
3354;93,292
3355;93,29
3356;93,288
3357;93,286
3358;93,284
3359;93,282005
3360;93,28
3361;93,278
3362;93,276
3363;93,273994
3364;93,272
3365;93,27
3366;93,268
3367;93,266
3368;93,264
3369;93,262
3370;93,26
3371;93,257996
3372;93,256004
3373;93,254
3374;93,252
3375;93,25
3376;93,248
3377;93,246
3378;93,243996
3379;93,242004
3380;93,24
3381;93,238
3382;93,236
3383;93,234
3384;93,232
3385;93,229996
3386;93,228
3387;93,226
3388;93,224
3389;93,222
3390;93,22
3391;93,218
3392;93,216
3393;93,214
3394;93,212006
3395;93,21
3396;93,208
3397;93,206
3398;93,203995
3399;93,202
3400;93,2
3401;93,198
3402;93,196
3403;93,194
3404;93,192
3405;93,19
3406;93,188
3407;93,186005
3408;93,184
3409;93,182
3410;93,18
3411;93,178
3412;93,176
3413;93,173996
3414;93,172005
3415;93,17
3416;93,168
3417;93,166
3418;93,164
3419;93,162
3420;93,159996
3421;93,158
3422;93,156
3423;93,154
3424;93,152
3425;93,15
3426;93,148
3427;93,146
3428;93,144
3429;93,142006
3430;93,14
3431;93,138
3432;93,136
3433;93,133995
3434;93,132
3435;93,13
3436;93,128
3437;93,126
3438;93,124
3439;93,122
3440;93,12
3441;93,118
3442;93,116
3443;93,114
3444;93,112
3445;93,11
3446;93,108
3447;93,106
3448;93,104
3449;93,102005
3450;93,1
3451;93,098
3452;93,096
3453;93,093994
3454;93,092
3455;93,09
3456;93,088
3457;93,086
3458;93,084
3459;93,082
3460;93,08
3461;93,078
3462;93,076004
3463;93,074
3464;93,072
3465;93,07
3466;93,068
3467;93,066
3468;93,063995
3469;93,062004
3470;93,06
3471;93,058
3472;93,056
3473;93,054
3474;93,052
3475;93,049995
3476;93,048004
3477;93,046
3478;93,044
3479;93,042
3480;93,04
3481;93,038
3482;93,036
3483;93,034
3484;93,032005
3485;93,03
3486;93,028
3487;93,026
3488;93,023994
3489;93,022
3490;93,02
3491;93,018
3492;93,016
3493;93,014
3494;93,012
3495;93,01
3496;93,008
3497;93,006004
3498;93,004
3499;93,002
3500;93
3501;92,998
3502;92,996
3503;92,993996
3504;92,992004
3505;92,99
3506;92,988
3507;92,986
3508;92,984
3509;92,982
3510;92,979996
3511;92,978
3512;92,976
3513;92,974
3514;92,972
3515;92,97
3516;92,968
3517;92,966
3518;92,964
3519;92,962006
3520;92,96
3521;92,958
3522;92,956
3523;92,953995
3524;92,952
3525;92,95
3526;92,948
3527;92,946
3528;92,944
3529;92,942
3530;92,94
3531;92,938
3532;92,936
3533;92,934
3534;92,932
3535;92,93
3536;92,928
3537;92,926
3538;92,923996
3539;92,922005
3540;92,92
3541;92,918
3542;92,916
3543;92,913994
3544;92,912
3545;92,909996
3546;92,908005
3547;92,906
3548;92,904
3549;92,902
3550;92,9
3551;92,898
3552;92,896
3553;92,894
3554;92,892
3555;92,89
3556;92,888
3557;92,886
3558;92,883995
3559;92,882
3560;92,88
3561;92,878
3562;92,876
3563;92,874
3564;92,872
3565;92,869995
3566;92,868004
3567;92,866
3568;92,864
3569;92,862
3570;92,86
3571;92,858
3572;92,856
3573;92,854
3574;92,852005
3575;92,85
3576;92,848
3577;92,846
3578;92,843994
3579;92,842
3580;92,84
3581;92,838
3582;92,836
3583;92,834
3584;92,832
3585;92,83
3586;92,828
3587;92,826004
3588;92,824
3589;92,822
3590;92,82
3591;92,818
3592;92,816
3593;92,813995
3594;92,812004
3595;92,81
3596;92,808
3597;92,806
3598;92,804
3599;92,802
3600;92,799995
3601;92,798004
3602;92,796
3603;92,794
3604;92,792
3605;92,79
3606;92,788
3607;92,786
3608;92,784
3609;92,782005
3610;92,78
3611;92,778
3612;92,776
3613;92,773994
3614;92,772
3615;92,77
3616;92,768005
3617;92,766
3618;92,764
3619;92,762
3620;92,76
3621;92,758
3622;92,756
3623;92,754
3624;92,752
3625;92,75
3626;92,748
3627;92,746
3628;92,743996
3629;92,742004
3630;92,74
3631;92,738
3632;92,736
3633;92,73399
3634;92,732
3635;92,729996
3636;92,728004
3637;92,726
3638;92,724
3639;92,722
3640;92,72
3641;92,718
3642;92,716
3643;92,714
3644;92,712
3645;92,71
3646;92,708
3647;92,706
3648;92,703995
3649;92,702
3650;92,7
3651;92,698
3652;92,696
3653;92,694
3654;92,692
3655;92,69
3656;92,688
3657;92,686
3658;92,684
3659;92,682
3660;92,68
3661;92,678
3662;92,676
3663;92,673996
3664;92,672005
3665;92,67
3666;92,668
3667;92,666
3668;92,663994
3669;92,662
3670;92,659996
3671;92,658005
3672;92,656
3673;92,654
3674;92,652
3675;92,65
3676;92,648
3677;92,646
3678;92,644
3679;92,642
3680;92,64
3681;92,638
3682;92,636
3683;92,633995
3684;92,632
3685;92,63
3686;92,628006
3687;92,626
3688;92,624
3689;92,622
3690;92,619995
3691;92,618004
3692;92,616
3693;92,614
3694;92,612
3695;92,61
3696;92,608
3697;92,606
3698;92,604
3699;92,602005
3700;92,6
3701;92,598
3702;92,596
3703;92,593994
3704;92,592
3705;92,59
3706;92,588005
3707;92,586
3708;92,584
3709;92,582
3710;92,58
3711;92,578
3712;92,576
3713;92,574
3714;92,572
3715;92,57
3716;92,568
3717;92,566
3718;92,563995
3719;92,562004
3720;92,56
3721;92,558
3722;92,556
3723;92,554
3724;92,552
3725;92,549995
3726;92,548004
3727;92,546
3728;92,544
3729;92,542
3730;92,54
3731;92,538
3732;92,536
3733;92,534
3734;92,532005
3735;92,53
3736;92,528
3737;92,526
3738;92,523994
3739;92,522
3740;92,52
3741;92,518005
3742;92,516
3743;92,514
3744;92,512
3745;92,51
3746;92,508
3747;92,506
3748;92,504
3749;92,502
3750;92,5
3751;92,498
3752;92,496
3753;92,493996
3754;92,492004
3755;92,49
3756;92,48801
3757;92,486
3758;92,48399
3759;92,482
3760;92,479996
3761;92,478004
3762;92,476
3763;92,474
3764;92,472
3765;92,47
3766;92,468
3767;92,466
3768;92,464
3769;92,462
3770;92,46
3771;92,458
3772;92,456
3773;92,453995
3774;92,452
3775;92,45
3776;92,448006
3777;92,446
3778;92,444
3779;92,442
3780;92,439995
3781;92,438
3782;92,436
3783;92,434
3784;92,432
3785;92,43
3786;92,428
3787;92,426
3788;92,423996
3789;92,422005
3790;92,42
3791;92,418
3792;92,416
3793;92,414
3794;92,412
3795;92,409996
3796;92,408005
3797;92,406
3798;92,404
3799;92,402
3800;92,4
3801;92,398
3802;92,395996
3803;92,394
3804;92,392
3805;92,39
3806;92,388
3807;92,386
3808;92,383995
3809;92,382
3810;92,38
3811;92,378006
3812;92,376
3813;92,374
3814;92,372
3815;92,369995
3816;92,368004
3817;92,366
3818;92,364
3819;92,362
3820;92,36
3821;92,358
3822;92,356
3823;92,354
3824;92,352005
3825;92,35
3826;92,348
3827;92,346
3828;92,343994
3829;92,342
3830;92,34
3831;92,338005
3832;92,336
3833;92,334
3834;92,332
3835;92,33
3836;92,328
3837;92,326
3838;92,324
3839;92,322
3840;92,32
3841;92,318
3842;92,316
3843;92,313995
3844;92,312004
3845;92,31
3846;92,30801
3847;92,306
3848;92,304
3849;92,302
3850;92,299995
3851;92,298004
3852;92,296
3853;92,294
3854;92,292
3855;92,29
3856;92,288
3857;92,286
3858;92,284
3859;92,282
3860;92,28
3861;92,278
3862;92,276
3863;92,274
3864;92,272
3865;92,27
3866;92,268005
3867;92,266
3868;92,264
3869;92,262
3870;92,259995
3871;92,258
3872;92,256
3873;92,254
3874;92,252
3875;92,25
3876;92,248
3877;92,246
3878;92,243996
3879;92,242004
3880;92,24
3881;92,238
3882;92,236
3883;92,234
3884;92,232
3885;92,229996
3886;92,228004
3887;92,226
3888;92,224
3889;92,222
3890;92,22
3891;92,218
3892;92,216
3893;92,214
3894;92,212
3895;92,21
3896;92,208
3897;92,206
3898;92,203995
3899;92,202
3900;92,2
3901;92,198006
3902;92,196
3903;92,194
3904;92,192
3905;92,189995
3906;92,188
3907;92,186
3908;92,184
3909;92,182
3910;92,18
3911;92,178
3912;92,176
3913;92,173996
3914;92,172005
3915;92,17
3916;92,168
3917;92,166
3918;92,164
3919;92,162
3920;92,159996
3921;92,158005
3922;92,156
3923;92,154
3924;92,152
3925;92,15
3926;92,148
3927;92,145996
3928;92,144
3929;92,142
3930;92,14
3931;92,138
3932;92,136
3933;92,134
3934;92,132
3935;92,13
3936;92,128006
3937;92,126
3938;92,124
3939;92,122
3940;92,119995
3941;92,118004
3942;92,116
3943;92,114
3944;92,112
3945;92,11
3946;92,108
3947;92,106
3948;92,104
3949;92,102
3950;92,1
3951;92,098
3952;92,096
3953;92,094
3954;92,092
3955;92,09
3956;92,088005
3957;92,086
3958;92,084
3959;92,082
3960;92,079994
3961;92,078
3962;92,076
3963;92,074
3964;92,072
3965;92,07
3966;92,068
3967;92,066
3968;92,063995
3969;92,062004
3970;92,06
3971;92,05801
3972;92,056
3973;92,054
3974;92,052
3975;92,049995
3976;92,048004
3977;92,046
3978;92,044
3979;92,042
3980;92,04
3981;92,038
3982;92,036
3983;92,034
3984;92,032
3985;92,03
3986;92,028
3987;92,026
3988;92,024
3989;92,022
3990;92,02
3991;92,018005
3992;92,016
3993;92,014
