Iteration;False Positive
3994;92,012
3995;92,009995
3996;92,008
3997;92,006
3998;92,004
3999;92,002
4000;92
4001;91,998
4002;91,996
4003;91,994
4004;91,992004
4005;91,99
4006;91,988
4007;91,986
4008;91,984
4009;91,982
4010;91,979996
4011;91,978004
4012;91,976
4013;91,974
4014;91,972
4015;91,97
4016;91,968
4017;91,965996
4018;91,964
4019;91,962
4020;91,96
4021;91,958
4022;91,956
4023;91,954
4024;91,952
4025;91,95
4026;91,948006
4027;91,946
4028;91,944
4029;91,942
4030;91,939995
4031;91,938
4032;91,936
4033;91,934
4034;91,932
4035;91,93
4036;91,928
4037;91,926
4038;91,923996
4039;91,922
4040;91,92
4041;91,918
4042;91,916
4043;91,914
4044;91,912
4045;91,909996
4046;91,908005
4047;91,906
4048;91,904
4049;91,902
4050;91,9
4051;91,898
4052;91,895996
4053;91,894
4054;91,892
4055;91,89
4056;91,888
4057;91,886
4058;91,884
4059;91,882
4060;91,88
4061;91,878006
4062;91,876
4063;91,874
4064;91,872
4065;91,869995
4066;91,868004
4067;91,866
4068;91,864
4069;91,862
4070;91,86
4071;91,858
4072;91,856
4073;91,854004
4074;91,852
4075;91,85
4076;91,848
4077;91,846
4078;91,844
4079;91,842
4080;91,84
4081;91,838005
4082;91,836
4083;91,834
4084;91,832
4085;91,829994
4086;91,828
4087;91,826
4088;91,824
4089;91,822
4090;91,82
4091;91,818
4092;91,816
4093;91,814
4094;91,812004
4095;91,81
4096;91,808
4097;91,806
4098;91,804
4099;91,802
4100;91,799995
4101;91,798004
4102;91,796
4103;91,794
4104;91,792
4105;91,79
4106;91,788
4107;91,785995
4108;91,784
4109;91,782
4110;91,78
4111;91,778
4112;91,776
4113;91,774
4114;91,772
4115;91,77
4116;91,768005
4117;91,766
4118;91,764
4119;91,762
4120;91,759995
4121;91,758
4122;91,756
4123;91,754
4124;91,752
4125;91,75
4126;91,748
4127;91,746
4128;91,744
4129;91,742004
4130;91,74
4131;91,738
4132;91,736
4133;91,734
4134;91,732
4135;91,729996
4136;91,728004
4137;91,726
4138;91,724
4139;91,722
4140;91,72
4141;91,718
4142;91,715996
4143;91,714005
4144;91,712
4145;91,71
4146;91,708
4147;91,706
4148;91,704
4149;91,702
4150;91,7
4151;91,698006
4152;91,696
4153;91,694
4154;91,692
4155;91,689995
4156;91,688
4157;91,686
4158;91,684
4159;91,682
4160;91,68
4161;91,678
4162;91,676
4163;91,674
4164;91,672
4165;91,67
4166;91,668
4167;91,666
4168;91,664
4169;91,662
4170;91,659996
4171;91,658005
4172;91,656
4173;91,654
4174;91,652
4175;91,649994
4176;91,648
4177;91,645996
4178;91,644
4179;91,642
4180;91,64
4181;91,638
4182;91,636
4183;91,634
4184;91,632
4185;91,63
4186;91,628
4187;91,626
4188;91,624
4189;91,622
4190;91,619995
4191;91,618004
4192;91,616
4193;91,614
4194;91,612
4195;91,61
4196;91,608
4197;91,605995
4198;91,604004
4199;91,602
4200;91,6
4201;91,598
4202;91,596
4203;91,594
4204;91,592
4205;91,59
4206;91,588005
4207;91,586
4208;91,584
4209;91,582
4210;91,579994
4211;91,578
4212;91,576
4213;91,574005
4214;91,572
4215;91,57
4216;91,568
4217;91,566
4218;91,564
4219;91,562004
4220;91,56
4221;91,558
4222;91,556
4223;91,554
4224;91,552
4225;91,549995
4226;91,548004
4227;91,546
4228;91,544
4229;91,542
4230;91,54
4231;91,538
4232;91,535995
4233;91,534004
4234;91,532
4235;91,53
4236;91,528
4237;91,526
4238;91,524
4239;91,522
4240;91,52
4241;91,518005
4242;91,516
4243;91,514
4244;91,512
4245;91,509995
4246;91,508
4247;91,506
4248;91,504
4249;91,502
4250;91,5
4251;91,498
4252;91,496
4253;91,494
4254;91,492
4255;91,49
4256;91,488
4257;91,486
4258;91,484
4259;91,482
4260;91,479996
4261;91,478004
4262;91,476
4263;91,474
4264;91,472
4265;91,46999
4266;91,468
4267;91,465996
4268;91,464005
4269;91,462
4270;91,46
4271;91,458
4272;91,456
4273;91,454
4274;91,452
4275;91,45
4276;91,448
4277;91,446
4278;91,444
4279;91,442
4280;91,439995
4281;91,438
4282;91,436
4283;91,434006
4284;91,432
4285;91,43
4286;91,428
4287;91,426
4288;91,424
4289;91,422
4290;91,42
4291;91,418
4292;91,416
4293;91,414
4294;91,412
4295;91,409996
4296;91,408005
4297;91,406
4298;91,404
4299;91,402
4300;91,399994
4301;91,398
4302;91,395996
4303;91,394005
4304;91,392
4305;91,39
4306;91,388
4307;91,386
4308;91,384
4309;91,382
4310;91,38
4311;91,378
4312;91,376
4313;91,374
4314;91,372
4315;91,369995
4316;91,368004
4317;91,366
4318;91,364
4319;91,362
4320;91,36
4321;91,358
4322;91,355995
4323;91,354004
4324;91,352
4325;91,35
4326;91,348
4327;91,346
4328;91,344
4329;91,342
4330;91,34
4331;91,338005
4332;91,336
4333;91,334
4334;91,332
4335;91,329994
4336;91,328
4337;91,326
4338;91,324005
4339;91,322
4340;91,32
4341;91,318
4342;91,316
4343;91,314
4344;91,312
4345;91,31
4346;91,308
4347;91,306
4348;91,304
4349;91,302
4350;91,299995
4351;91,298004
4352;91,296
4353;91,29401
4354;91,292
4355;91,28999
4356;91,288
4357;91,285995
4358;91,284004
4359;91,282
4360;91,28
4361;91,278
4362;91,276
4363;91,274
4364;91,272
4365;91,27
4366;91,268
4367;91,266
4368;91,264
4369;91,262
4370;91,259995
4371;91,258
4372;91,256
4373;91,254005
4374;91,252
4375;91,25
4376;91,248
4377;91,246
4378;91,244
4379;91,242
4380;91,24
4381;91,238
4382;91,236
4383;91,234
4384;91,232
4385;91,229996
4386;91,228004
4387;91,226
4388;91,224
4389;91,222
4390;91,22
4391;91,218
4392;91,215996
4393;91,214005
4394;91,212
4395;91,21
4396;91,208
4397;91,206
4398;91,204
4399;91,202
4400;91,2
4401;91,198
4402;91,196
4403;91,194
4404;91,192
4405;91,189995
4406;91,188
4407;91,186
4408;91,184006
4409;91,182
4410;91,18
4411;91,178
4412;91,175995
4413;91,174
4414;91,172
4415;91,17
4416;91,168
4417;91,166
4418;91,164
4419;91,162
4420;91,159996
4421;91,158005
4422;91,156
4423;91,154
4424;91,152
4425;91,149994
4426;91,148
4427;91,145996
4428;91,144005
4429;91,142
4430;91,14
4431;91,138
4432;91,136
4433;91,134
4434;91,131996
4435;91,13
4436;91,128
4437;91,126
4438;91,124
4439;91,122
4440;91,119995
4441;91,118004
4442;91,116
4443;91,114006
4444;91,112
4445;91,11
4446;91,108
4447;91,105995
4448;91,104004
4449;91,102
4450;91,1
4451;91,098
4452;91,096
4453;91,094
4454;91,092
4455;91,09
4456;91,088005
4457;91,086
4458;91,084
4459;91,082
4460;91,08
4461;91,078
4462;91,076
4463;91,074005
4464;91,072
4465;91,07
4466;91,068
4467;91,066
4468;91,064
4469;91,062
4470;91,06
4471;91,058
4472;91,056
4473;91,054
4474;91,052
4475;91,049995
4476;91,048004
4477;91,046
4478;91,04401
4479;91,042
4480;91,04
4481;91,038
4482;91,035995
4483;91,034004
4484;91,032
4485;91,03
4486;91,028
4487;91,026
4488;91,024
4489;91,022
4490;91,02
4491;91,018
4492;91,016
4493;91,014
4494;91,012
4495;91,009995
4496;91,008
4497;91,006
4498;91,004005
4499;91,002
4500;91
4501;90,998
4502;90,995995
4503;90,994
4504;90,992
4505;90,99
4506;90,988
4507;90,986
4508;90,984
4509;90,982
4510;90,979996
4511;90,978004
4512;90,976
4513;90,974
4514;90,972
4515;90,97
4516;90,968
4517;90,965996
4518;90,964005
4519;90,962
4520;90,96
4521;90,958
4522;90,956
4523;90,954
4524;90,951996
4525;90,95
4526;90,948
4527;90,946
4528;90,944
4529;90,942
4530;90,94
4531;90,938
4532;90,936
4533;90,934006
4534;90,932
4535;90,93
4536;90,928
4537;90,925995
4538;90,924
4539;90,922
4540;90,92
4541;90,918
4542;90,916
4543;90,914
4544;90,912
4545;90,909996
4546;90,908005
4547;90,906
4548;90,904
4549;90,902
4550;90,9
4551;90,898
4552;90,895996
4553;90,894005
4554;90,892
4555;90,89
4556;90,888
4557;90,886
4558;90,884
4559;90,881996
4560;90,88
4561;90,878
4562;90,876
4563;90,874
4564;90,872
4565;90,869995
4566;90,868004
4567;90,866
4568;90,864006
4569;90,862
4570;90,86
4571;90,858
4572;90,855995
4573;90,854004
4574;90,852
4575;90,85
4576;90,848
4577;90,846
4578;90,844
4579;90,842
4580;90,84
4581;90,838
4582;90,836
4583;90,834
4584;90,832
4585;90,83
4586;90,828
4587;90,826
4588;90,824005
4589;90,822
4590;90,82
4591;90,818
4592;90,815994
4593;90,814
4594;90,812
4595;90,81
4596;90,808
4597;90,806
4598;90,804
4599;90,802
4600;90,8
4601;90,798004
4602;90,796
4603;90,794
4604;90,792
4605;90,79
4606;90,788
4607;90,785995
4608;90,784004
4609;90,782
4610;90,78
4611;90,778
4612;90,776
4613;90,774
4614;90,772
4615;90,77
4616;90,768
4617;90,766
4618;90,764
4619;90,762
4620;90,76
4621;90,758
4622;90,756
4623;90,754005
4624;90,752
4625;90,75
4626;90,748
4627;90,745995
4628;90,744
4629;90,742
4630;90,74
4631;90,738
4632;90,736
4633;90,734
4634;90,732
4635;90,729996
4636;90,728004
4637;90,726
4638;90,724
4639;90,722
4640;90,72
4641;90,718
4642;90,715996
4643;90,714005
4644;90,712
4645;90,71
4646;90,708
4647;90,706
4648;90,704
4649;90,701996
4650;90,7
4651;90,698
4652;90,696
4653;90,694
4654;90,692
4655;90,69
4656;90,688
4657;90,686
4658;90,684006
4659;90,682
4660;90,68
4661;90,678
4662;90,675995
4663;90,674
4664;90,672
4665;90,67
4666;90,668
4667;90,666
4668;90,664
4669;90,662
4670;90,66
4671;90,658
4672;90,656
4673;90,654
4674;90,652
4675;90,65
4676;90,648
4677;90,645996
4678;90,644005
4679;90,642
4680;90,64
4681;90,638
4682;90,635994
4683;90,634
4684;90,631996
4685;90,63
4686;90,628
4687;90,626
4688;90,624
4689;90,622
4690;90,62
4691;90,618004
4692;90,616
4693;90,614006
4694;90,612
4695;90,61
4696;90,608
4697;90,605995
4698;90,604004
4699;90,602
4700;90,6
4701;90,598
4702;90,596
4703;90,594
4704;90,592
4705;90,59
4706;90,588
4707;90,586
4708;90,584
4709;90,582
4710;90,58
4711;90,578
4712;90,576
4713;90,574005
4714;90,572
4715;90,57
4716;90,568
4717;90,565994
4718;90,564
4719;90,562
4720;90,56
4721;90,558
4722;90,556
4723;90,554
4724;90,552
4725;90,55
4726;90,548004
4727;90,546
4728;90,544
4729;90,542
4730;90,54
4731;90,538
4732;90,535995
4733;90,534004
4734;90,532
4735;90,53
4736;90,528
4737;90,526
4738;90,524
4739;90,521996
4740;90,520004
4741;90,518
4742;90,516
4743;90,514
4744;90,512
4745;90,51
4746;90,508
4747;90,506
4748;90,504005
4749;90,502
4750;90,5
4751;90,498
4752;90,495995
4753;90,494
4754;90,492
4755;90,49
4756;90,488
4757;90,486
4758;90,484
4759;90,482
4760;90,48
4761;90,478
4762;90,476
4763;90,474
4764;90,472
4765;90,47
4766;90,468
4767;90,465996
4768;90,464005
4769;90,462
4770;90,46
4771;90,458
4772;90,456
4773;90,454
4774;90,451996
4775;90,45
4776;90,448
4777;90,446
4778;90,444
4779;90,442
4780;90,44
4781;90,438
4782;90,436
4783;90,434006
4784;90,432
4785;90,43
4786;90,428
4787;90,425995
4788;90,424
4789;90,422
4790;90,42
4791;90,418
4792;90,416
4793;90,414
4794;90,412
4795;90,41
4796;90,408
4797;90,406
4798;90,404
4799;90,402
4800;90,4
4801;90,398
4802;90,395996
4803;90,394005
4804;90,392
4805;90,39
4806;90,388
4807;90,385994
4808;90,384
4809;90,381996
4810;90,380005
4811;90,378
4812;90,376
4813;90,374
4814;90,372
4815;90,37
4816;90,368004
4817;90,366
4818;90,364
4819;90,362
4820;90,36
4821;90,358
4822;90,355995
4823;90,354004
4824;90,352
4825;90,35
4826;90,348
4827;90,346
4828;90,344
4829;90,341995
4830;90,340004
4831;90,338
4832;90,336
4833;90,334
4834;90,332
4835;90,33
4836;90,328
4837;90,326
4838;90,324005
4839;90,322
4840;90,32
4841;90,318
4842;90,315994
4843;90,314
4844;90,312
4845;90,31
4846;90,308
4847;90,306
4848;90,304
4849;90,302
4850;90,3
4851;90,298004
4852;90,296
4853;90,294
4854;90,292
4855;90,29
4856;90,288
4857;90,285995
4858;90,284004
4859;90,282
4860;90,28
4861;90,278
4862;90,276
4863;90,274
4864;90,271996
4865;90,270004
4866;90,268
4867;90,266
4868;90,264
4869;90,262
4870;90,26
4871;90,258
4872;90,256
4873;90,254005
4874;90,252
4875;90,25
4876;90,248
4877;90,245995
4878;90,244
4879;90,242
4880;90,240005
4881;90,238
4882;90,236
4883;90,234
4884;90,232
4885;90,23
4886;90,228
4887;90,226
4888;90,224
4889;90,222
4890;90,22
4891;90,218
4892;90,215996
4893;90,214005
4894;90,212
4895;90,21
4896;90,208
4897;90,20599
4898;90,204
4899;90,201996
4900;90,200005
4901;90,198
4902;90,196
4903;90,194
4904;90,192
4905;90,19
4906;90,188
4907;90,186
4908;90,184
4909;90,182
4910;90,18
4911;90,178
4912;90,175995
4913;90,174
4914;90,172
4915;90,17
4916;90,168
4917;90,166
4918;90,164
4919;90,161995
4920;90,16
4921;90,158
4922;90,156
4923;90,154
4924;90,152
4925;90,15
4926;90,148
4927;90,145996
4928;90,144005
4929;90,142
4930;90,14
4931;90,138
4932;90,135994
4933;90,134
4934;90,131996
4935;90,130005
4936;90,128
4937;90,126
4938;90,124
4939;90,122
4940;90,12
4941;90,118004
4942;90,116
4943;90,114
4944;90,112
4945;90,11
4946;90,108
4947;90,105995
4948;90,104004
4949;90,102
4950;90,100006
4951;90,098
4952;90,096
4953;90,094
4954;90,091995
4955;90,090004
4956;90,088
4957;90,086
4958;90,084
4959;90,082
4960;90,08
4961;90,078
4962;90,076
4963;90,074005
4964;90,072
4965;90,07
4966;90,068
4967;90,065994
4968;90,064
4969;90,062
4970;90,060005
4971;90,058
4972;90,056
4973;90,054
4974;90,052
4975;90,05
4976;90,048
4977;90,046
4978;90,044
4979;90,042
4980;90,04
4981;90,038
4982;90,035995
4983;90,034004
4984;90,032
4985;90,03
4986;90,028
4987;90,026
4988;90,024
4989;90,021996
4990;90,020004
4991;90,018
4992;90,016
4993;90,014
4994;90,012
4995;90,01
4996;90,008
4997;90,006
4998;90,004
4999;90,002
5000;90
5001;89,998
5002;89,995995
5003;89,994
5004;89,992
5005;89,990005
5006;89,988
5007;89,986
5008;89,984
5009;89,982
5010;89,98
5011;89,978
5012;89,976
5013;89,974
5014;89,972
5015;89,97
5016;89,968
5017;89,965996
5018;89,964005
5019;89,962
5020;89,96001
5021;89,958
5022;89,95599
5023;89,954
5024;89,951996
5025;89,950005
5026;89,948
5027;89,946
5028;89,944
5029;89,942
5030;89,94
5031;89,938
5032;89,936
5033;89,934
5034;89,932
5035;89,93
5036;89,928
5037;89,925995
5038;89,924
5039;89,922
5040;89,920006
5041;89,918
5042;89,916
5043;89,914
5044;89,911995
5045;89,91
5046;89,908
5047;89,906
5048;89,904
5049;89,902
5050;89,9
5051;89,898
5052;89,895996
5053;89,894005
5054;89,892
5055;89,89
5056;89,888
5057;89,886
5058;89,884
5059;89,881996
5060;89,880005
5061;89,878
5062;89,876
5063;89,874
5064;89,872
5065;89,87
5066;89,868
5067;89,866
5068;89,864
5069;89,862
5070;89,86
5071;89,858
5072;89,855995
5073;89,854004
5074;89,852
5075;89,850006
5076;89,848
5077;89,846
5078;89,844
5079;89,841995
5080;89,840004
5081;89,838
5082;89,836
5083;89,834
5084;89,832
5085;89,83
5086;89,828
5087;89,826
5088;89,824
5089;89,822
5090;89,82
5091;89,818
5092;89,815994
5093;89,814
5094;89,812
5095;89,810005
5096;89,808
5097;89,806
5098;89,804
5099;89,802
5100;89,8
5101;89,798
5102;89,796
5103;89,794
5104;89,792
5105;89,79
5106;89,788
5107;89,785995
5108;89,784004
5109;89,782
5110;89,78001
5111;89,778
5112;89,776
5113;89,774
5114;89,771996
5115;89,770004
5116;89,768
5117;89,766
5118;89,764
5119;89,762
5120;89,76
5121;89,758
5122;89,756
5123;89,754
5124;89,752
5125;89,75
5126;89,748
5127;89,746
5128;89,744
5129;89,742
5130;89,740005
5131;89,738
5132;89,736
5133;89,734
5134;89,731995
5135;89,73
5136;89,728
5137;89,726
5138;89,724
5139;89,722
5140;89,72
5141;89,718
5142;89,715996
5143;89,714005
5144;89,712
5145;89,71
5146;89,708
5147;89,706
5148;89,704
5149;89,701996
5150;89,700005
5151;89,698
5152;89,696
5153;89,694
5154;89,692
5155;89,69
5156;89,687996
5157;89,686
5158;89,684
5159;89,682
5160;89,68
5161;89,678
5162;89,675995
5163;89,674
5164;89,672
5165;89,670006
5166;89,668
5167;89,666
5168;89,664
5169;89,661995
5170;89,66
5171;89,658
5172;89,656
5173;89,654
5174;89,652
5175;89,65
5176;89,648
5177;89,645996
5178;89,644005
5179;89,642
5180;89,64
5181;89,638
5182;89,636
5183;89,634
5184;89,631996
5185;89,630005
5186;89,628
5187;89,626
5188;89,624
5189;89,622
5190;89,62
5191;89,618
5192;89,616
5193;89,614
5194;89,612
5195;89,61
5196;89,608
5197;89,606
5198;89,604004
5199;89,602
5200;89,600006
5201;89,598
5202;89,596
5203;89,594
5204;89,591995
5205;89,590004
5206;89,588
5207;89,586
5208;89,584
5209;89,582
5210;89,58
5211;89,578
5212;89,576
5213;89,574
5214;89,572
5215;89,57
5216;89,568
5217;89,566
5218;89,564
5219;89,562
5220;89,560005
5221;89,558
5222;89,556
5223;89,554
5224;89,551994
5225;89,55
5226;89,548
5227;89,546
5228;89,544
5229;89,542
5230;89,54
5231;89,538
5232;89,535995
5233;89,534004
5234;89,532
5235;89,53
5236;89,528
5237;89,526
5238;89,524
5239;89,521996
5240;89,520004
5241;89,518
5242;89,516
5243;89,514
5244;89,512
5245;89,51
5246;89,507996
5247;89,506
5248;89,504
5249;89,502
5250;89,5
5251;89,498
5252;89,496
5253;89,494
5254;89,492
5255;89,490005
5256;89,488
5257;89,486
5258;89,484
5259;89,481995
5260;89,48
5261;89,478
5262;89,476
5263;89,474
5264;89,472
5265;89,47
5266;89,468
5267;89,466
5268;89,464005
5269;89,462
5270;89,46
5271;89,458
5272;89,456
5273;89,454
5274;89,451996
5275;89,450005
5276;89,448
5277;89,446
5278;89,444
5279;89,442
5280;89,44
5281;89,437996
5282;89,436
5283;89,434
5284;89,432
5285;89,43
5286;89,428
5287;89,426
5288;89,424
5289;89,422
5290;89,420006
5291;89,418
5292;89,416
5293;89,414
5294;89,411995
5295;89,41
5296;89,408
5297;89,406
5298;89,404
5299;89,402
5300;89,4
5301;89,398
5302;89,395996
5303;89,394
5304;89,392
5305;89,39
5306;89,388
5307;89,386
5308;89,384
5309;89,381996
5310;89,380005
5311;89,378
5312;89,376
5313;89,374
5314;89,371994
5315;89,37
5316;89,368
5317;89,366
5318;89,364
5319;89,362
5320;89,36
5321;89,358
5322;89,356
5323;89,354004
5324;89,352
5325;89,35
5326;89,348
5327;89,346
5328;89,344
5329;89,341995
5330;89,340004
5331;89,338
5332;89,336
5333;89,334
5334;89,332
5335;89,33
5336;89,328
5337;89,326004
5338;89,324
5339;89,322
5340;89,32
5341;89,318
5342;89,316
5343;89,314
5344;89,312
5345;89,310005
5346;89,308
5347;89,306
5348;89,304
5349;89,301994
5350;89,3
5351;89,298
5352;89,296
5353;89,294
5354;89,292
5355;89,29
5356;89,288
5357;89,286
5358;89,284004
5359;89,282
5360;89,28
5361;89,278
5362;89,276
5363;89,274
5364;89,271996
5365;89,270004
5366;89,268
5367;89,266
5368;89,264
5369;89,262
5370;89,26
5371;89,257996
5372;89,256
5373;89,254
5374;89,252
5375;89,25
5376;89,248
5377;89,246
5378;89,244
5379;89,242
5380;89,240005
5381;89,238
5382;89,236
5383;89,234
5384;89,231995
5385;89,23
5386;89,228
5387;89,226
5388;89,224
5389;89,222
5390;89,22
5391;89,218
5392;89,216
5393;89,214
5394;89,212
5395;89,21
5396;89,208
5397;89,206
5398;89,204
5399;89,201996
5400;89,200005
5401;89,198
5402;89,196
5403;89,194
5404;89,19199
5405;89,19
5406;89,187996
5407;89,186005
5408;89,184
5409;89,182
5410;89,18
5411;89,178
5412;89,176
5413;89,174
5414;89,172
5415;89,170006
5416;89,168
5417;89,166
5418;89,164
5419;89,161995
5420;89,16
5421;89,158
5422;89,156
5423;89,154
5424;89,152
5425;89,15
5426;89,148
5427;89,146
5428;89,144
5429;89,142
5430;89,14
5431;89,138
5432;89,136
5433;89,134
5434;89,131996
5435;89,130005
5436;89,128
5437;89,126
5438;89,124
5439;89,121994
5440;89,12
5441;89,118
5442;89,116
5443;89,114
5444;89,112
5445;89,11
5446;89,108
5447;89,106
5448;89,104004
5449;89,102
5450;89,1
5451;89,098
5452;89,096
5453;89,094
5454;89,091995
5455;89,090004
5456;89,088
5457;89,086
5458;89,084
5459;89,082
5460;89,08
5461;89,077995
5462;89,076004
5463;89,074
5464;89,072
5465;89,07
5466;89,068
5467;89,066
5468;89,064
5469;89,062
5470;89,060005
5471;89,058
5472;89,056
5473;89,054
5474;89,051994
5475;89,05
5476;89,048
5477;89,046005
5478;89,044
5479;89,042
5480;89,04
5481;89,038
5482;89,036
5483;89,034
5484;89,032
5485;89,03
5486;89,028
5487;89,026
5488;89,024
5489;89,021996
5490;89,020004
5491;89,018
5492;89,016
5493;89,014
5494;89,012
5495;89,01
5496;89,007996
5497;89,006004
5498;89,004
5499;89,002
5500;89
5501;88,998
5502;88,996
5503;88,994
5504;88,992
5505;88,990005
5506;88,988
5507;88,986
5508;88,984
5509;88,981995
5510;88,98
5511;88,978
5512;88,976
5513;88,974
5514;88,972
5515;88,97
5516;88,968
5517;88,966
5518;88,964
5519;88,962
5520;88,96
5521;88,958
5522;88,956
5523;88,954
5524;88,951996
5525;88,950005
5526;88,948
5527;88,946
5528;88,944
5529;88,94199
5530;88,94
5531;88,937996
5532;88,936005
5533;88,934
5534;88,932
5535;88,93
5536;88,928
5537;88,926
5538;88,924
5539;88,922
5540;88,92
5541;88,918
5542;88,916
5543;88,914
5544;88,911995
5545;88,91
5546;88,908
5547;88,906006
5548;88,904
5549;88,902
5550;88,9
5551;88,897995
5552;88,896
5553;88,894
5554;88,892
5555;88,89
5556;88,888
5557;88,886
5558;88,884
5559;88,881996
5560;88,880005
5561;88,878
5562;88,876
5563;88,874
5564;88,871994
5565;88,87
5566;88,868
5567;88,866005
5568;88,864
5569;88,862
5570;88,86
5571;88,858
5572;88,856
5573;88,854004
5574;88,852
5575;88,85
5576;88,848
5577;88,846
5578;88,844
5579;88,841995
5580;88,840004
5581;88,838
5582;88,836
5583;88,834
5584;88,832
5585;88,83
5586;88,827995
5587;88,826004
5588;88,824
5589;88,822
5590;88,82
5591;88,818
5592;88,816
5593;88,814
5594;88,812
5595;88,810005
5596;88,808
5597;88,806
5598;88,804
5599;88,801994
5600;88,8
5601;88,798
5602;88,796005
5603;88,794
5604;88,792
5605;88,79
5606;88,788
5607;88,786
5608;88,784
5609;88,782
5610;88,78
5611;88,778
5612;88,776
5613;88,774
5614;88,771996
5615;88,770004
5616;88,768
5617;88,76601
5618;88,764
5619;88,76199
5620;88,76
5621;88,757996
5622;88,756004
5623;88,754
5624;88,752
5625;88,75
5626;88,748
5627;88,746
5628;88,744
5629;88,742
5630;88,74
5631;88,738
5632;88,736
5633;88,734
5634;88,731995
5635;88,73
5636;88,728
5637;88,726006
5638;88,724
5639;88,722
5640;88,72
5641;88,717995
5642;88,716
5643;88,714
5644;88,712
5645;88,71
5646;88,708
5647;88,706
5648;88,704
5649;88,701996
5650;88,700005
5651;88,698
5652;88,696
5653;88,694
5654;88,692
5655;88,69
5656;88,687996
5657;88,686005
5658;88,684
5659;88,682
5660;88,68
5661;88,678
5662;88,676
5663;88,674
5664;88,672
5665;88,67
5666;88,668
5667;88,666
5668;88,664
5669;88,661995
5670;88,66
5671;88,658
5672;88,656006
5673;88,654
5674;88,652
5675;88,65
5676;88,647995
5677;88,646
5678;88,644
5679;88,642
5680;88,64
5681;88,638
5682;88,636
5683;88,634
5684;88,631996
5685;88,630005
5686;88,628
5687;88,626
5688;88,624
5689;88,621994
5690;88,62
5691;88,618
5692;88,616005
5693;88,614
5694;88,612
5695;88,61
5696;88,608
5697;88,606
5698;88,604
5699;88,602
5700;88,6
5701;88,598
5702;88,596
5703;88,594
5704;88,591995
5705;88,590004
5706;88,588
5707;88,586006
5708;88,584
5709;88,582
5710;88,58
5711;88,577995
5712;88,576004
5713;88,574
5714;88,572
5715;88,57
5716;88,568
5717;88,566
5718;88,564
5719;88,562
5720;88,56
5721;88,558
5722;88,556
5723;88,554
5724;88,552
5725;88,55
5726;88,548
5727;88,546005
5728;88,544
5729;88,542
5730;88,54
5731;88,538
5732;88,536
5733;88,534
5734;88,532
5735;88,53
5736;88,528
5737;88,526
5738;88,524
5739;88,521996
5740;88,520004
5741;88,518
5742;88,51601
5743;88,514
5744;88,512
5745;88,51
5746;88,507996
5747;88,506004
5748;88,504
5749;88,502
5750;88,5
5751;88,498
5752;88,496
5753;88,494
5754;88,492
5755;88,49
5756;88,488
5757;88,486
5758;88,484
5759;88,481995
5760;88,48
5761;88,478
5762;88,476006
5763;88,474
5764;88,472
5765;88,47
5766;88,467995
5767;88,466
5768;88,464
5769;88,462
5770;88,46
5771;88,458
5772;88,456
5773;88,454
5774;88,451996
5775;88,450005
5776;88,448
5777;88,446
5778;88,444
5779;88,442
5780;88,44
5781;88,437996
5782;88,436005
5783;88,434
5784;88,432
5785;88,43
5786;88,428
5787;88,426
5788;88,423996
5789;88,422
5790;88,42
5791;88,418
5792;88,416
5793;88,414
5794;88,412
5795;88,41
5796;88,408
5797;88,406006
5798;88,404
5799;88,402
5800;88,4
5801;88,397995
5802;88,396
5803;88,394
5804;88,392
5805;88,39
5806;88,388
5807;88,386
5808;88,384
5809;88,381996
5810;88,380005
5811;88,378
5812;88,376
5813;88,374
5814;88,372
5815;88,37
5816;88,368
5817;88,366005
5818;88,364
5819;88,362
5820;88,36
5821;88,358
5822;88,356
5823;88,354
5824;88,352
5825;88,35
5826;88,348
5827;88,346
5828;88,344
5829;88,341995
5830;88,340004
5831;88,338
5832;88,336006
5833;88,334
5834;88,332
5835;88,33
5836;88,327995
5837;88,326004
5838;88,324
5839;88,322
5840;88,32
5841;88,318
5842;88,316
5843;88,314
5844;88,312
5845;88,31
5846;88,308
5847;88,306
5848;88,304
5849;88,302
5850;88,3
5851;88,298
5852;88,296005
5853;88,294
5854;88,292
5855;88,29
5856;88,287994
5857;88,286
5858;88,284
5859;88,282
5860;88,28
5861;88,278
5862;88,276
5863;88,274
5864;88,272
5865;88,270004
5866;88,268
5867;88,266
5868;88,264
5869;88,262
5870;88,26
5871;88,257996
5872;88,256004
5873;88,254
5874;88,252
5875;88,25
5876;88,248
5877;88,246
5878;88,243996
5879;88,242
5880;88,24
5881;88,238
5882;88,236
5883;88,234
5884;88,232
5885;88,23
5886;88,228
5887;88,226006
5888;88,224
5889;88,222
5890;88,22
5891;88,217995
5892;88,216
5893;88,214
5894;88,212
5895;88,21
5896;88,208
5897;88,206
5898;88,204
5899;88,201996
5900;88,200005
5901;88,198
5902;88,196
5903;88,194
5904;88,192
5905;88,19
5906;88,187996
5907;88,186005
5908;88,184
5909;88,182
5910;88,18
5911;88,178
5912;88,176
5913;88,173996
5914;88,172
5915;88,17
5916;88,168
5917;88,166
5918;88,164
5919;88,162
5920;88,16
5921;88,158
5922;88,156006
5923;88,154
5924;88,152
5925;88,15
5926;88,147995
5927;88,146
5928;88,144
5929;88,142
5930;88,14
5931;88,138
5932;88,136
5933;88,134
5934;88,132
5935;88,13
5936;88,128
5937;88,126
